slide_id,Y,Y_hat,p_0,p_1,data_split
1632242,1.0,1.0,9.782500001165317e-07,0.9999990463256836,train
1632243,1.0,1.0,5.753246568929171e-06,0.9999942779541016,train
1632245,0.0,0.0,0.9998260140419006,0.0001739885046845302,train
1632256,1.0,1.0,0.0003254895273130387,0.9996745586395264,train
1632257,0.0,0.0,0.9998700618743896,0.00012989302922505885,train
1632261,0.0,0.0,0.9999831914901733,1.6808991858852096e-05,train
1632262,0.0,0.0,0.999997615814209,2.4026676328503527e-06,train
1632266,0.0,0.0,0.9994231462478638,0.0005768481059931219,train
1660116,1.0,1.0,6.355279037961736e-05,0.9999364614486694,train
1660117,1.0,1.0,8.057507550063292e-09,1.0,train
1660163,1.0,1.0,2.170079393959412e-10,1.0,train
1660174,0.0,0.0,0.997519314289093,0.0024806761648505926,train
1661032,0.0,0.0,0.9998108744621277,0.00018913077656179667,train
1661033,0.0,0.0,0.9999542236328125,4.577141226036474e-05,train
1661034,1.0,1.0,0.00012784800492227077,0.999872088432312,train
1661035,1.0,1.0,1.9401726603973657e-05,0.9999805688858032,train
1661261,0.0,0.0,0.9999567270278931,4.33061140938662e-05,train
1661262,1.0,1.0,9.579889592714608e-08,0.9999998807907104,train
1661263,0.0,0.0,0.9998778104782104,0.00012212240835651755,train
1661264,0.0,0.0,0.999913215637207,8.677244477439672e-05,train
1661265,1.0,1.0,1.4725606888532639e-05,0.9999852180480957,train
1661270,0.0,0.0,0.9999966621398926,3.295439455541782e-06,train
1661271,0.0,0.0,0.9999804496765137,1.954992148966994e-05,train
1661272,1.0,1.0,1.1748824363166932e-05,0.9999881982803345,train
1680430,0.0,0.0,1.0,2.7080037767746035e-08,train
1680451,0.0,0.0,0.9999945163726807,5.463192792376503e-06,train
1680469,1.0,1.0,0.00019348014029674232,0.9998065829277039,train
1680473,0.0,0.0,0.9999809265136719,1.9022296328330413e-05,train
1680490,1.0,1.0,9.155281077255495e-06,0.9999908208847046,train
1680503,0.0,0.0,0.9999984502792358,1.5449920738319634e-06,train
1680505,0.0,0.0,0.9998239874839783,0.00017601960280444473,train
1680567,1.0,1.0,2.4222811134677613e-06,0.999997615814209,train
1680630,1.0,1.0,9.559185855323449e-05,0.9999043941497803,train
1680648,0.0,0.0,0.9992935657501221,0.0007064271485432982,train
1680650,0.0,0.0,0.9999016523361206,9.828254405874759e-05,train
1680652,0.0,0.0,0.999915599822998,8.441294630756602e-05,train
1680653,0.0,0.0,0.9999823570251465,1.767441790434532e-05,train
1680659,0.0,0.0,0.9999034404754639,9.655177564127371e-05,train
1683508,0.0,0.0,0.9999967813491821,3.255546744185267e-06,train
1683521,0.0,0.0,0.9997887015342712,0.0002113450173055753,train
1683531,0.0,0.0,0.9980010390281677,0.001998952589929104,train
1683533,0.0,0.0,0.9999899864196777,9.988284546125215e-06,train
1683536,0.0,0.0,0.9999405145645142,5.9525125834625214e-05,train
1683551,1.0,1.0,1.3148004427421256e-06,0.9999986886978149,train
1683577,1.0,1.0,7.370835941600262e-09,1.0,train
1683583,1.0,1.0,3.652135274023749e-05,0.9999635219573975,train
1683587,0.0,0.0,0.9999594688415527,4.051189171150327e-05,train
1683591,0.0,0.0,0.9999997615814209,2.6280542897438863e-07,train
1683593,0.0,0.0,0.9999310970306396,6.895119440741837e-05,train
1683596,0.0,0.0,0.9999386072158813,6.136987212812528e-05,train
1683602,1.0,1.0,2.6673194208903794e-10,1.0,train
1683605,0.0,0.0,0.9996351003646851,0.00036486753378994763,train
1683608,0.0,0.0,0.9997414946556091,0.0002584727481007576,train
1683623,0.0,0.0,0.9999173879623413,8.259854803327471e-05,train
1683628,0.0,0.0,0.9999839067459106,1.6108549971249886e-05,train
1683643,1.0,1.0,1.5233270460157655e-05,0.9999847412109375,train
1683651,0.0,0.0,0.9997857213020325,0.000214324812986888,train
1683656,0.0,0.0,0.999980092048645,1.9920717022614554e-05,train
1683660,0.0,0.0,0.9998750686645508,0.0001248626213055104,train
1683661,0.0,0.0,0.9999197721481323,8.016272477107123e-05,train
1683670,1.0,1.0,8.207281643990427e-05,0.9999178647994995,train
1683672,1.0,1.0,2.2863727281219326e-05,0.9999771118164062,train
1683676,0.0,0.0,0.9997867941856384,0.00021319609368219972,train
1683698,0.0,0.0,0.999993085861206,6.908681825734675e-06,train
1683796,1.0,1.0,2.415100652797264e-06,0.999997615814209,train
1683818,0.0,0.0,0.9996328353881836,0.0003671372542157769,train
1683837,1.0,1.0,4.3932612925345893e-07,0.9999995231628418,train
1683842,1.0,1.0,0.0007561867823824286,0.9992438554763794,train
1683849,1.0,1.0,9.510091331321746e-06,0.9999904632568359,train
1683855,1.0,1.0,0.00038215017411857843,0.9996178150177002,train
1683867,0.0,0.0,0.9999996423721313,3.8760489928790776e-07,train
1683878,1.0,1.0,6.942823529243469e-05,0.9999306201934814,train
1683879,0.0,0.0,0.9999881982803345,1.1831421034003142e-05,train
1683880,0.0,0.0,0.9993010759353638,0.0006989017128944397,train
1683881,1.0,1.0,7.878059022914385e-07,0.9999991655349731,train
1683883,1.0,1.0,3.238774661440402e-05,0.9999675750732422,train
1683884,1.0,1.0,6.0328566178213805e-06,0.9999939203262329,train
1683885,1.0,1.0,6.558611494256184e-05,0.9999344348907471,train
1683886,1.0,1.0,2.244218012492638e-05,0.9999775886535645,train
1683887,1.0,1.0,3.8432049223047215e-06,0.9999961853027344,train
1683888,1.0,1.0,1.4348680451803375e-05,0.9999856948852539,train
1683889,0.0,0.0,0.9999988079071045,1.1666899126794306e-06,train
1683890,1.0,1.0,6.481545824499335e-07,0.9999994039535522,train
1660124,1.0,1.0,6.281008973019198e-05,0.9999371767044067,train
1661260,1.0,1.0,4.524151336227078e-06,0.9999954700469971,train
1680457,1.0,1.0,3.283902333350852e-05,0.9999672174453735,train
1680463,0.0,0.0,0.999954342842102,4.564730988931842e-05,train
1683599,1.0,1.0,3.3112696655734908e-06,0.9999966621398926,train
1632234,1.0,1.0,6.198768824106082e-05,0.9999380111694336,train
1632235,0.0,0.0,0.9995636343955994,0.0004363142070360482,train
1632236,1.0,1.0,0.00012983818305656314,0.9998701810836792,train
1632237,1.0,1.0,2.8372169253998436e-06,0.9999971389770508,train
1632238,0.0,0.0,0.9999338388442993,6.615779420826584e-05,train
1632253,0.0,0.0,0.9997677206993103,0.00023232771491166204,train
1632255,0.0,0.0,0.9996588230133057,0.0003411754732951522,train
1632259,0.0,0.0,0.999998927116394,1.049552906806639e-06,train
1680484,1.0,1.0,0.00021605589427053928,0.9997839331626892,train
1680560,1.0,1.0,8.936149242799729e-07,0.9999991655349731,train
1683688,1.0,1.0,0.000374725233996287,0.9996252059936523,train
1683706,1.0,1.0,8.919964216147491e-07,0.9999991655349731,train
1683853,1.0,1.0,2.957912329293322e-06,0.9999970197677612,train
1683871,1.0,1.0,0.00023800350027158856,0.9997619986534119,train
1683872,0.0,0.0,0.999972939491272,2.711144225031603e-05,train
1683873,0.0,0.0,0.9999585151672363,4.1476363549008965e-05,train
1683874,0.0,0.0,0.9999990463256836,1.004377281788038e-06,train
1683875,1.0,1.0,2.9749726309091784e-05,0.9999701976776123,train
1683876,1.0,1.0,0.00023966333537828177,0.9997603297233582,train
1683877,1.0,1.0,0.0006223705131560564,0.9993776679039001,train
1680495,1.0,1.0,0.000513706763740629,0.9994863271713257,val
1680497,1.0,0.0,0.8259626626968384,0.174037367105484,val
1680551,1.0,1.0,3.1077993867256737e-07,0.9999996423721313,val
1683638,0.0,0.0,0.9948617815971375,0.00513822166249156,val
1683822,0.0,1.0,0.06742438673973083,0.9325755834579468,val
1683862,0.0,0.0,0.9999997615814209,2.1924839188613987e-07,val
1632240,1.0,1.0,0.00037357848486863077,0.9996263980865479,test
1632241,1.0,1.0,2.407786610092444e-07,0.9999997615814209,test
1660139,1.0,1.0,0.0017049666494131088,0.9982950091362,test
1660165,1.0,1.0,0.046067774295806885,0.9539322257041931,test
1661275,1.0,1.0,0.030259860679507256,0.9697401523590088,test
1661276,1.0,0.0,0.9887835383415222,0.011216465383768082,test
